UDI,Product ID,Type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,Machine failure,TWF,HDF,PWF,OSF,RNF
4789,L02389,L,302.3,311.0,1909,21.3,249,0,0,0,0,0,0
4790,L02390,L,299.8,310.4,1768,42.8,75,0,0,0,0,0,0
4791,L02391,L,299.2,309.5,1569,48.3,109,0,0,0,0,0,0
4792,H00955,H,300.3,310.6,1592,30.0,151,0,0,0,0,0,0
4793,L02392,L,299.3,309.9,1414,50.7,113,0,0,0,0,0,0
4794,L02393,L,300.1,310.6,1474,23.5,57,0,0,0,0,0,0
4795,L02394,L,298.6,308.6,1564,34.4,166,0,0,0,0,0,0
4796,L02395,L,302.2,314.6,1564,57.1,196,1,0,0,1,1,0
4797,L02396,L,302.8,311.5,1718,43.6,0,0,0,0,0,0,0
4798,M01447,M,299.7,309.1,1710,37.0,198,0,0,0,0,0,0
4799,L02397,L,297.2,308.2,1631,42.5,239,0,0,0,0,0,0
4800,M01448,M,299.0,309.1,1359,52.0,89,0,0,0,0,0,0
4801,L02398,L,299.6,310.4,1365,25.5,87,0,0,0,0,0,0
4802,L02399,L,301.0,311.2,1379,53.2,188,0,0,0,0,0,0
4803,H00956,H,298.0,309.4,1580,35.1,47,0,0,0,0,0,0
4804,L02400,L,298.5,307.5,1175,47.1,61,0,0,0,0,0,0
4805,H00957,H,301.0,312.3,1536,33.9,208,0,0,0,0,0,0
4806,M01449,M,301.9,313.1,1790,56.8,131,1,0,0,1,0,0
4807,L02401,L,298.8,307.6,1657,39.7,207,0,0,0,0,0,0
4808,H00958,H,297.3,307.9,1475,26.7,227,0,0,0,0,0,0
4809,L02402,L,306.6,316.6,1413,44.7,68,0,0,0,0,0,0
4810,H00959,H,301.6,311.0,1682,53.0,68,1,0,0,1,0,0
4811,L02403,L,299.5,307.6,1592,51.9,51,0,0,0,0,0,0
4812,H00960,H,301.7,310.7,1493,40.9,106,0,0,0,0,0,0
4813,L02404,L,299.8,310.5,1432,48.1,45,0,0,0,0,0,0
4814,M01450,M,301.7,312.5,1551,35.8,144,0,0,0,0,0,0
4815,M01451,M,300.3,310.1,1483,45.9,232,1,1,0,0,0,0
4816,H00961,H,300.2,311.0,1678,43.6,84,0,0,0,0,0,0
4817,H00962,H,299.8,310.7,1760,11.0,29,1,0,0,1,0,0
4818,H00963,H,297.1,307.3,1293,30.0,176,0,0,0,0,0,0
4819,H00964,H,303.9,313.2,1318,42.1,178,0,0,0,0,0,0
4820,L02405,L,298.1,308.5,1779,41.6,32,0,0,0,0,0,0
4821,L02406,L,297.3,307.8,1567,39.7,108,0,0,0,0,0,0
4822,L02407,L,299.6,310.3,1335,40.9,214,0,0,0,0,0,0
4823,L02408,L,298.1,309.0,1714,52.1,57,1,0,0,1,0,0
4824,L02409,L,299.9,308.5,1599,43.5,105,0,0,0,0,0,0
4825,M01452,M,301.4,310.9,1932,16.7,92,1,0,0,1,0,0
4826,L02410,L,302.0,310.1,1495,59.5,233,1,0,0,1,1,0
4827,M01453,M,301.6,312.3,1736,20.9,166,0,0,0,0,0,0
4828,L02411,L,299.4,309.2,1278,49.6,229,1,0,0,0,1,0
4829,L02412,L,300.1,310.5,1787,24.4,248,1,1,0,0,0,0
4830,M01454,M,300.8,309.3,1707,54.2,198,1,0,0,1,0,0
4831,M01455,M,296.5,307.9,1825,37.2,36,0,0,0,0,0,0
4832,M01456,M,301.1,309.9,1736,43.8,198,0,0,0,0,0,0
4833,M01457,M,297.1,307.9,1520,20.1,14,1,0,0,1,0,0
4834,L02413,L,304.1,314.2,1328,47.3,188,0,0,0,0,0,0
4835,M01458,M,299.2,309.0,1430,44.2,92,0,0,0,0,0,0
4836,L02414,L,299.6,309.3,1222,46.2,9,0,0,0,0,0,0
4837,L02415,L,298.5,307.9,1373,49.5,19,0,0,0,0,0,0
4838,L02416,L,298.7,310.0,1614,41.8,121,0,0,0,0,0,0
4839,L02417,L,304.5,314.5,1529,37.9,236,1,1,0,0,0,0
4840,L02418,L,301.9,310.6,1497,31.9,136,0,0,0,0,0,0
4841,H00965,H,296.9,306.5,1396,35.6,197,0,0,0,0,0,0
4842,H00966,H,303.0,313.1,1220,52.1,19,0,0,0,0,0,0
4843,L02419,L,302.4,313.3,1570,31.6,63,0,0,0,0,0,0
4844,L02420,L,299.4,308.8,1605,21.6,84,0,0,0,0,0,0
4845,L02421,L,300.6,310.1,1360,30.1,119,0,0,0,0,0,0
4846,L02422,L,300.0,310.0,1442,46.1,134,0,0,0,0,0,0
4847,H00967,H,303.9,314.8,1814,37.0,101,0,0,0,0,0,0
4848,L02423,L,298.4,307.0,1745,46.0,63,0,0,0,0,0,0
4849,M01459,M,300.3,310.8,1272,20.0,47,1,0,0,1,0,0
4850,L02424,L,299.1,308.6,1522,10.2,225,1,0,0,1,0,0
4851,H00968,H,297.1,306.8,1798,42.6,46,0,0,0,0,0,0
4852,L02425,L,304.4,316.4,1499,50.0,191,0,0,0,0,0,0
4853,M01460,M,297.6,307.4,1489,22.9,66,0,0,0,0,0,0
4854,L02426,L,300.4,311.2,1733,45.3,172,0,0,0,0,0,0
4855,M01461,M,296.5,307.2,1714,51.9,16,1,0,0,1,0,0
4856,L02427,L,299.2,308.0,1705,40.0,178,0,0,0,0,0,0
4857,L02428,L,300.8,309.0,1491,49.0,170,0,0,0,0,0,0
4858,H00969,H,298.4,309.2,1656,41.9,193,0,0,0,0,0,0
4859,H00970,H,301.2,310.1,1805,37.4,105,0,0,0,0,0,0
4860,H00971,H,299.5,307.8,1529,48.2,125,0,0,0,0,0,0
4861,M01462,M,302.3,313.3,1465,59.1,203,1,0,0,1,0,0
4862,H00972,H,302.7,311.7,1758,34.4,140,0,0,0,0,0,0
4863,L02429,L,298.8,308.0,1904,39.1,229,1,1,0,0,0,0
4864,L02430,L,300.2,312.2,1916,30.1,227,0,0,0,0,0,0
4865,L02431,L,300.4,308.7,1470,41.6,75,0,0,0,0,0,0
4866,M01463,M,301.2,309.9,1488,38.4,26,0,0,0,0,0,0
4867,L02432,L,300.0,309.5,1353,51.6,89,0,0,0,0,0,0
4868,L02433,L,300.4,310.2,1559,54.2,46,0,0,0,0,0,0
4869,M01464,M,299.5,308.6,1345,47.9,114,0,0,0,0,0,0
4870,H00973,H,300.2,309.0,1443,50.5,39,0,0,0,0,0,0
4871,L02434,L,302.6,314.1,1663,33.0,68,0,0,0,0,0,0
4872,L02435,L,301.3,311.6,1607,30.5,159,0,0,0,0,0,0
4873,L02436,L,301.4,312.0,1213,44.4,99,0,0,0,0,0,0
4874,L02437,L,301.4,311.3,1819,40.2,44,0,0,0,0,0,0
4875,L02438,L,299.7,310.0,1343,60.0,101,0,0,0,0,0,0
4876,M01465,M,300.6,311.5,1365,20.8,243,1,0,0,1,0,0
4877,M01466,M,297.8,306.8,1316,46.2,79,0,0,0,0,0,0
4878,M01467,M,302.5,312.8,1419,46.0,73,0,0,0,0,0,0
4879,L02439,L,294.4,305.1,1377,32.4,249,1,1,0,0,0,0
4880,H00974,H,299.8,311.3,1381,30.3,123,0,0,0,0,0,0
4881,L02440,L,302.3,314.2,1168,36.6,36,0,0,0,0,0,0
4882,L02441,L,297.3,307.4,1561,23.6,142,0,0,0,0,0,0
4883,H00975,H,300.8,311.9,1579,54.6,74,1,0,0,1,0,0
4884,L02442,L,298.6,305.9,1939,67.0,243,1,1,0,1,1,0
4885,L02443,L,299.3,310.9,1625,36.6,8,0,0,0,0,0,0
4886,H00976,H,301.9,311.2,1449,33.6,81,0,0,0,0,0,0
4887,L02444,L,300.4,310.2,1323,26.9,224,0,0,0,0,0,0
4888,M01468,M,295.9,306.3,1520,29.0,54,0,0,0,0,0,0
4889,L02445,L,298.0,307.8,1618,34.1,136,0,0,0,0,0,0
4890,M01469,M,302.0,312.2,1447,52.1,63,0,0,0,0,0,0
4891,L02446,L,300.9,312.5,1548,71.9,40,1,0,0,1,0,0
4892,L02447,L,303.5,313.1,1877,32.8,14,0,0,0,0,0,0
4893,M01470,M,303.4,312.3,1469,31.0,35,0,0,0,0,0,0
4894,L02448,L,299.3,311.1,1200,28.3,163,0,0,0,0,0,0
4895,L02449,L,305.0,315.5,1694,44.5,64,0,0,0,0,0,0
4896,L02450,L,300.0,311.9,1594,43.4,155,0,0,0,0,0,0
4897,L02451,L,298.1,309.0,1232,41.0,32,0,0,0,0,0,0
4898,L02452,L,298.7,307.4,1614,35.6,64,0,0,0,0,0,0
4899,L02453,L,295.5,306.1,1359,53.6,181,0,0,0,0,0,0
4900,H00977,H,303.2,312.2,1616,47.6,122,0,0,0,0,0,0
4901,L02454,L,303.2,313.2,1879,47.2,133,1,0,0,1,0,0
4902,L02455,L,298.0,307.9,1506,43.7,126,0,0,0,0,0,0
4903,L02456,L,299.5,307.9,1731,38.1,74,0,0,0,0,0,0
4904,L02457,L,300.2,309.4,1318,32.8,175,0,0,0,0,0,0
4905,H00978,H,298.1,310.3,1266,45.2,90,0,0,0,0,0,0
4906,L02458,L,296.5,306.7,1899,44.2,196,0,0,0,0,0,0
4907,H00979,H,299.6,309.4,1593,45.7,73,0,0,0,0,0,0
4908,L02459,L,299.4,311.2,1651,24.4,155,0,0,0,0,0,0
4909,M01471,M,299.2,308.8,1744,43.4,15,0,0,0,0,0,0
4910,M01472,M,300.4,310.3,1443,36.9,106,0,0,0,0,0,0
4911,H00980,H,302.9,313.9,1685,31.2,25,0,0,0,0,0,0
4912,M01473,M,299.4,309.0,1658,47.3,177,0,0,0,0,0,0
4913,M01474,M,300.3,309.6,1306,41.8,53,0,0,0,0,0,0
4914,L02460,L,301.5,309.2,1808,63.5,91,1,0,0,1,0,0
4915,L02461,L,301.1,310.2,1771,44.8,205,0,0,0,0,0,0
4916,H00981,H,298.8,307.9,1308,37.0,140,0,0,0,0,0,0
4917,L02462,L,300.2,310.4,1573,38.9,192,0,0,0,0,0,0
4918,L02463,L,301.1,310.5,1496,28.3,34,0,0,0,0,0,0
4919,M01475,M,297.7,309.9,1791,52.3,206,1,1,0,1,0,0
4920,L02464,L,302.5,311.4,1285,43.1,28,0,0,0,0,0,0
4921,H00982,H,302.9,314.3,2182,43.3,158,1,0,0,1,0,0
4922,M01476,M,298.6,308.8,1506,29.4,11,0,0,0,0,0,0
4923,M01477,M,300.4,311.2,1670,47.8,68,0,0,0,0,0,0
4924,H00983,H,301.3,312.0,1786,30.6,239,1,1,0,0,0,0
4925,L02465,L,298.9,306.7,1502,34.5,237,1,1,0,0,0,0
4926,L02466,L,301.0,311.0,1517,41.3,31,0,0,0,0,0,0
4927,L02467,L,300.3,310.0,1447,34.2,9,0,0,0,0,0,0
4928,L02468,L,297.1,306.0,1379,32.1,132,0,0,0,0,0,0
4929,M01478,M,300.9,311.4,1586,39.5,26,0,0,0,0,0,0
4930,H00984,H,297.8,309.5,1513,50.1,166,0,0,0,0,0,0
4931,L02469,L,301.9,309.2,1446,49.0,20,0,0,0,0,0,0
4932,L02470,L,298.7,308.2,1457,47.1,15,0,0,0,0,0,0
4933,H00985,H,299.7,308.5,1641,44.9,28,0,0,0,0,0,0
4934,L02471,L,302.7,312.8,1395,35.2,249,0,0,0,0,0,0
4935,L02472,L,301.0,310.7,1493,51.2,206,1,1,0,0,0,0
4936,L02473,L,297.8,307.2,1698,22.6,101,0,0,0,0,0,0
4937,H00986,H,298.0,308.7,1582,44.3,124,0,0,0,0,0,0
4938,M01479,M,298.8,310.4,1350,48.4,70,0,0,0,0,0,0
4939,M01480,M,300.8,313.5,1533,39.1,209,0,0,0,0,0,0
4940,H00987,H,300.7,310.0,1616,32.8,242,0,0,0,0,0,0
4941,L02474,L,298.3,306.5,1715,39.6,82,0,0,0,0,0,0
4942,L02475,L,297.7,308.3,1402,32.4,208,0,0,0,0,0,0
4943,H00988,H,300.6,312.2,1438,45.1,13,0,0,0,0,0,0
4944,L02476,L,299.6,310.4,1413,49.5,40,0,0,0,0,0,0
4945,M01481,M,304.3,315.9,1422,44.5,111,0,0,0,0,0,0
4946,H00989,H,300.1,309.9,1610,43.9,73,0,0,0,0,0,0
4947,M01482,M,303.6,313.0,1644,47.6,216,0,0,0,0,0,0
4948,M01483,M,297.7,307.8,1726,48.8,168,0,0,0,0,0,0
4949,H00990,H,296.9,306.6,1521,32.2,171,0,0,0,0,0,0
4950,H00991,H,297.8,308.5,1286,24.6,72,1,0,0,1,0,0
4951,L02477,L,302.4,313.4,1657,42.8,15,0,0,0,0,0,0
4952,L02478,L,303.5,314.5,1566,49.2,125,0,0,0,0,0,0
4953,L02479,L,298.4,308.9,1548,24.2,111,0,0,0,0,0,0
4954,M01484,M,299.1,309.3,1308,40.7,23,0,0,0,0,0,0
4955,L02480,L,297.7,308.5,1502,51.3,20,0,0,0,0,0,0
4956,M01485,M,296.4,304.4,1324,38.8,186,1,0,1,0,0,0
4957,L02481,L,301.4,311.6,1624,55.2,248,1,1,0,1,1,0
4958,M01486,M,300.4,310.5,1461,53.3,118,0,0,0,0,0,0
4959,L02482,L,300.0,310.2,1445,38.2,225,0,0,0,0,0,0
4960,M01487,M,297.2,307.1,1262,36.3,166,0,0,0,0,0,0
4961,M01488,M,303.3,313.7,1721,36.5,115,0,0,0,0,0,0
4962,L02483,L,299.0,308.4,1491,41.3,70,0,0,0,0,0,0
4963,L02484,L,301.1,312.2,1553,28.3,134,0,0,0,0,0,0
4964,M01489,M,297.1,307.6,1406,26.4,155,0,0,0,0,0,0
4965,L02485,L,299.6,309.8,1242,17.3,178,1,0,0,1,0,0
4966,L02486,L,300.6,309.9,1442,39.8,162,0,0,0,0,0,0
4967,H00992,H,300.7,311.5,1471,60.4,185,1,0,0,1,0,0
4968,M01490,M,300.3,310.5,1590,20.1,9,1,0,0,1,0,0
4969,H00993,H,301.0,310.2,1474,38.2,165,0,0,0,0,0,0
4970,L02487,L,297.7,307.6,1409,37.9,31,0,0,0,0,0,0
4971,L02488,L,300.4,311.0,1268,38.5,61,0,0,0,0,0,0
4972,H00994,H,300.2,310.8,1546,52.6,97,0,0,0,0,0,0
4973,M01491,M,300.5,311.0,1395,31.1,87,0,0,0,0,0,0
4974,M01492,M,300.1,310.2,1774,20.5,119,0,0,0,0,0,0
4975,L02489,L,297.5,308.5,1564,34.7,115,0,0,0,0,0,0
4976,L02490,L,297.4,308.6,1638,33.3,49,0,0,0,0,0,0
4977,L02491,L,295.6,306.3,1493,17.7,40,1,0,0,1,0,0
4978,L02492,L,301.6,311.0,1574,42.5,46,0,0,0,0,0,0
4979,L02493,L,301.7,310.6,1378,28.1,237,0,0,0,0,0,0
4980,L02494,L,301.7,311.2,1327,39.2,232,1,1,0,0,0,0
4981,H00995,H,300.6,312.6,1540,36.4,1,0,0,0,0,0,0
4982,L02495,L,295.7,306.0,1640,29.3,169,0,0,0,0,0,0
4983,M01493,M,297.9,310.0,1189,48.9,3,0,0,0,0,0,0
4984,H00996,H,300.3,310.2,1448,37.2,0,0,0,0,0,0,0
4985,M01494,M,300.3,310.0,1867,40.5,149,0,0,0,0,0,0
4986,L02496,L,299.6,309.5,1623,45.9,10,0,0,0,0,0,0
4987,M01495,M,300.7,310.6,1813,42.9,111,0,0,0,0,0,0
4988,M01496,M,300.0,309.2,1424,41.5,10,0,0,0,0,0,0
4989,M01497,M,300.2,309.1,1456,31.8,108,0,0,0,0,0,0
4990,M01498,M,298.7,309.2,1711,28.9,13,0,0,0,0,0,0
4991,H00997,H,302.0,313.1,1649,41.6,90,0,0,0,0,0,0
4992,M01499,M,299.1,311.5,1521,30.4,224,0,0,0,0,0,0
4993,L02497,L,297.3,306.9,1312,47.9,219,0,0,0,0,0,0
4994,M01500,M,298.5,308.1,1745,38.7,86,0,0,0,0,0,0
4995,L02498,L,299.3,308.5,1987,46.5,248,1,0,0,1,1,0
4996,H00998,H,302.0,313.1,1256,30.1,72,0,0,0,0,0,0
4997,L02499,L,299.9,310.7,1789,28.6,58,0,0,0,0,0,0
4998,L02500,L,299.6,308.7,1454,56.8,145,0,0,0,0,0,0
4999,H00999,H,297.5,306.6,1478,38.5,60,0,0,0,0,0,0
5000,M01501,M,301.6,312.6,1586,49.1,234,0,0,0,0,0,0
5001,L02501,L,298.7,309.1,1322,25.9,23,0,0,0,0,0,0
5002,L02502,L,299.8,310.6,1531,37.2,26,0,0,0,0,0,0
5003,H01000,H,303.0,312.1,1249,53.0,34,0,0,0,0,0,0
5004,L02503,L,301.0,309.1,1623,24.4,244,0,0,0,0,0,0
5005,H01001,H,296.7,305.8,1937,62.8,195,1,0,0,1,0,0
5006,L02504,L,296.5,307.2,1423,42.0,21,0,0,0,0,0,0
5007,M01502,M,299.9,312.0,1507,31.8,10,0,0,0,0,0,0
5008,H01002,H,297.6,307.2,1516,43.5,123,0,0,0,0,0,0
5009,L02505,L,301.3,313.6,1714,51.1,123,1,0,0,1,0,0
5010,L02506,L,300.1,310.9,1610,31.7,198,0,0,0,0,0,0
5011,L02507,L,300.3,308.9,1702,33.2,104,0,0,0,0,0,0
5012,M01503,M,298.6,308.8,1447,42.5,185,0,0,0,0,0,0
5013,M01504,M,303.5,314.4,1615,44.6,228,1,1,0,0,0,0
5014,M01505,M,305.7,313.3,1168,38.0,97,1,0,1,0,0,0
5015,L02508,L,299.4,310.0,1657,44.0,75,0,0,0,0,0,0
5016,L02509,L,300.7,311.9,1320,48.5,131,0,0,0,0,0,0
5017,L02510,L,300.2,310.6,1479,41.7,236,0,0,0,0,0,0
5018,L02511,L,299.5,309.4,1671,33.1,193,0,0,0,0,0,0
5019,M01506,M,298.3,308.1,1263,39.8,110,0,0,0,0,0,0
5020,H01003,H,297.8,307.6,1733,57.6,64,1,0,0,1,0,0
5021,M01507,M,297.7,306.5,1515,43.3,145,0,0,0,0,0,0
5022,L02512,L,300.8,310.1,1798,52.4,58,1,0,0,1,0,0
5023,H01004,H,299.0,308.6,1376,34.9,22,0,0,0,0,0,0
5024,M01508,M,294.8,304.9,1213,42.6,97,0,0,0,0,0,0
5025,H01005,H,300.9,310.3,1532,47.9,3,0,0,0,0,0,0
5026,M01509,M,299.9,309.0,1643,55.0,180,1,0,0,1,0,0
5027,L02513,L,302.7,313.5,1658,52.3,242,1,0,0,1,1,0
5028,L02514,L,300.7,311.1,1334,28.8,243,0,0,0,0,0,0
5029,M01510,M,297.0,306.5,1247,51.5,233,1,1,0,0,0,0
5030,L02515,L,295.5,306.0,1482,56.9,108,0,0,0,0,0,0
5031,L02516,L,298.6,308.1,1630,34.3,210,0,0,0,0,0,0
5032,M01511,M,298.7,308.8,1621,31.1,39,0,0,0,0,0,0
5033,M01512,M,301.9,312.9,1819,39.8,105,0,0,0,0,0,0
5034,M01513,M,300.0,309.4,1471,41.8,167,0,0,0,0,0,0
5035,L02517,L,302.3,311.1,1207,36.5,178,0,0,0,0,0,0
5036,L02518,L,297.4,307.3,1752,28.1,232,0,0,0,0,0,0
5037,M01514,M,301.9,310.5,1572,54.7,136,1,0,0,1,0,0
5038,H01006,H,301.4,311.1,1588,31.4,150,0,0,0,0,0,0
5039,M01515,M,296.0,305.7,1675,34.9,140,0,0,0,0,0,0
5040,H01007,H,302.6,310.1,1764,41.1,0,0,0,0,0,0,0
5041,M01516,M,300.2,310.7,1533,25.3,75,0,0,0,0,0,0
5042,M01517,M,300.8,310.6,1748,24.5,137,0,0,0,0,0,0
5043,L02519,L,298.3,309.5,1636,35.7,154,0,0,0,0,0,0
5044,M01518,M,302.6,312.8,1420,48.3,146,0,0,0,0,0,0
5045,M01519,M,297.6,308.3,1496,41.9,103,0,0,0,0,0,0
5046,M01520,M,301.7,312.9,1648,19.4,223,1,0,0,1,0,0
5047,L02520,L,301.6,311.5,1411,53.9,21,0,0,0,0,0,0
5048,M01521,M,298.1,308.1,1696,48.0,88,0,0,0,0,0,0
5049,L02521,L,304.0,312.4,1566,41.9,10,0,0,0,0,0,0
5050,M01522,M,300.5,311.7,1606,41.6,74,0,0,0,0,0,0
5051,L02522,L,301.3,311.2,1795,46.7,89,0,0,0,0,0,0
5052,H01008,H,296.9,305.9,1601,63.3,15,1,0,0,1,0,0
5053,L02523,L,304.2,314.9,1550,48.8,127,0,0,0,0,0,0
5054,L02524,L,297.6,305.4,1523,43.0,156,0,0,0,0,0,0
5055,L02525,L,302.0,311.6,1513,27.7,157,0,0,0,0,0,0
5056,M01523,M,298.0,308.9,1593,41.6,138,0,0,0,0,0,0
5057,L02526,L,298.8,308.4,1782,47.7,56,0,0,0,0,0,0
5058,L02527,L,301.6,310.9,1428,38.8,64,0,0,0,0,0,0
5059,M01524,M,302.1,311.7,1414,34.8,5,0,0,0,0,0,0
5060,L02528,L,297.5,305.5,1768,45.5,76,0,0,0,0,0,0
5061,H01009,H,302.2,312.9,1436,30.1,90,0,0,0,0,0,0
5062,H01010,H,302.1,312.0,1576,48.7,234,1,1,0,0,0,0
5063,M01525,M,298.1,307.8,1432,35.6,34,0,0,0,0,0,0
5064,L02529,L,303.2,312.9,1237,18.8,127,1,0,0,1,0,0
5065,M01526,M,297.1,307.1,1573,35.5,116,0,0,0,0,0,0
5066,L02530,L,298.8,309.5,1737,39.4,224,0,0,0,0,0,0
5067,L02531,L,301.0,310.9,1526,45.5,58,0,0,0,0,0,0
5068,L02532,L,298.3,306.9,1272,44.4,127,1,0,1,0,0,0
5069,H01011,H,300.5,311.1,1557,27.1,13,0,0,0,0,0,0
5070,L02533,L,300.5,311.0,1402,41.2,170,0,0,0,0,0,0
5071,M01527,M,299.6,309.8,1168,34.7,173,0,0,0,0,0,0
5072,M01528,M,301.7,312.8,1523,36.4,118,0,0,0,0,0,0
5073,L02534,L,299.5,309.5,1630,30.0,149,0,0,0,0,0,0
5074,L02535,L,300.5,311.6,1748,39.5,187,0,0,0,0,0,0
5075,H01012,H,302.3,313.7,1852,71.3,233,1,0,0,1,1,0
5076,M01529,M,301.6,312.2,1654,58.6,84,1,0,0,1,0,0
5077,M01530,M,301.6,310.9,1705,30.0,129,0,0,0,0,0,0
5078,L02536,L,297.7,307.6,1308,40.7,119,0,0,0,0,0,0
5079,L02537,L,301.0,312.2,1828,36.9,68,0,0,0,0,0,0
5080,L02538,L,298.2,306.7,1764,41.4,142,0,0,0,0,0,0
5081,L02539,L,297.4,307.0,1472,49.2,49,0,0,0,0,0,0
5082,L02540,L,299.9,309.6,1660,38.7,239,1,1,0,0,0,0
5083,H01013,H,298.2,307.3,1642,32.9,211,0,0,0,0,0,0
5084,L02541,L,301.6,312.5,1801,51.6,217,1,1,0,1,1,0
5085,L02542,L,301.6,312.0,1510,27.7,183,0,0,0,0,0,0
5086,M01531,M,296.2,305.5,1404,41.9,190,0,0,0,0,0,0
5087,M01532,M,298.3,308.9,1450,25.1,215,1,1,0,0,0,0
5088,L02543,L,297.1,306.9,1698,29.7,162,0,0,0,0,0,0
5089,M01533,M,299.1,308.2,1194,47.4,249,1,1,0,0,0,0
5090,L02544,L,300.9,310.2,1168,33.2,87,0,0,0,0,0,0
5091,L02545,L,299.5,309.9,1698,21.2,25,0,0,0,0,0,0
5092,L02546,L,298.8,309.7,1587,32.8,104,0,0,0,0,0,0
5093,H01014,H,302.6,312.1,1541,31.7,124,0,0,0,0,0,0
5094,L02547,L,295.4,305.9,1304,27.4,241,1,1,0,0,0,0
5095,L02548,L,302.5,314.1,1231,45.5,85,0,0,0,0,0,0
5096,L02549,L,298.9,307.6,1424,24.5,26,0,0,0,0,0,0
5097,H01015,H,299.8,310.2,1602,34.1,18,0,0,0,0,0,0
5098,L02550,L,298.9,309.7,1433,41.3,36,0,0,0,0,0,0
5099,L02551,L,303.1,313.0,1699,36.6,35,0,0,0,0,0,0
5100,L02552,L,297.5,308.7,1367,36.0,220,0,0,0,0,0,0
5101,L02553,L,300.0,312.2,1445,32.8,167,0,0,0,0,0,0
5102,M01534,M,301.1,311.4,1663,27.8,62,0,0,0,0,0,0
5103,M01535,M,296.8,306.6,1470,33.6,38,0,0,0,0,0,0
5104,L02554,L,298.2,309.2,1479,46.6,246,1,0,0,0,1,0
5105,L02555,L,299.7,310.5,1422,35.7,127,0,0,0,0,0,0
5106,L02556,L,298.2,305.7,1389,41.7,106,0,0,0,0,0,0
5107,L02557,L,298.4,308.4,1601,51.2,139,0,0,0,0,0,0
5108,L02558,L,299.3,308.9,1624,46.0,171,0,0,0,0,0,0
5109,M01536,M,301.3,311.7,1578,27.2,79,0,0,0,0,0,0
5110,H01016,H,299.3,309.1,1427,44.5,175,0,0,0,0,0,0
5111,H01017,H,302.2,312.1,1501,50.5,222,0,0,0,0,0,0
5112,H01018,H,298.0,307.1,1823,34.2,78,0,0,0,0,0,0
5113,M01537,M,297.5,308.2,1283,24.1,160,1,0,0,1,0,0
5114,M01538,M,303.9,315.6,1875,35.6,206,0,0,0,0,0,0
5115,L02559,L,298.7,307.9,1555,41.9,31,0,0,0,0,0,0
5116,M01539,M,297.4,306.0,1505,45.9,149,0,0,0,0,0,0
5117,L02560,L,296.5,306.5,1708,34.8,241,0,0,0,0,0,0
5118,L02561,L,302.2,312.2,1168,19.6,119,1,0,0,1,0,0
5119,M01540,M,299.3,310.5,1785,27.2,5,0,0,0,0,0,0
5120,L02562,L,299.5,308.3,1870,43.6,157,0,0,0,0,0,0
5121,L02563,L,299.7,309.2,1732,59.9,104,1,0,0,1,0,0
5122,H01019,H,302.0,309.9,1168,39.8,121,1,0,1,0,0,0
5123,L02564,L,299.6,311.0,1674,53.1,144,1,0,0,1,0,0
5124,L02565,L,304.7,315.0,1832,29.4,247,0,0,0,0,0,0
5125,H01020,H,300.3,309.8,1814,33.5,235,1,1,0,0,0,0
5126,M01541,M,302.1,310.8,1285,16.6,1,1,0,0,1,0,0
5127,M01542,M,301.6,310.4,1719,43.7,79,0,0,0,0,0,0
5128,L02566,L,299.9,310.3,1859,31.1,54,0,0,0,0,0,0
5129,L02567,L,298.8,307.7,1543,46.0,110,0,0,0,0,0,0
5130,H01021,H,300.7,310.8,1277,35.0,11,0,0,0,0,0,0
5131,M01543,M,301.0,313.0,1686,60.2,238,1,0,0,1,1,0
5132,M01544,M,298.9,308.6,1726,57.9,108,1,0,0,1,0,0
5133,L02568,L,300.3,309.3,1513,17.0,139,1,0,0,1,0,0
5134,L02569,L,302.5,312.9,1324,45.9,50,0,0,0,0,0,0
5135,H01022,H,304.1,312.9,1713,32.6,47,0,0,0,0,0,0
5136,L02570,L,301.7,313.4,1400,46.5,166,0,0,0,0,0,0
5137,M01545,M,303.7,315.1,1609,26.6,208,0,0,0,0,0,0
5138,L02571,L,298.7,308.5,1816,54.4,233,1,0,0,1,1,0
5139,M01546,M,301.4,310.5,1241,50.3,104,0,0,0,0,0,0
5140,H01023,H,302.7,312.3,1700,25.9,69,0,0,0,0,0,0
5141,M01547,M,298.2,307.9,1501,38.2,118,0,0,0,0,0,0
5142,L02572,L,299.0,309.4,1505,41.6,104,0,0,0,0,0,0
5143,M01548,M,303.5,314.5,1630,47.2,89,0,0,0,0,0,0
5144,M01549,M,298.0,307.0,1399,39.9,0,0,0,0,0,0,0
5145,L02573,L,297.3,308.3,1327,47.9,143,0,0,0,0,0,0
5146,H01024,H,303.1,313.7,1218,39.3,45,0,0,0,0,0,0
5147,M01550,M,302.4,311.9,1758,46.1,62,0,0,0,0,0,0
5148,H01025,H,300.9,309.8,1471,26.3,231,0,0,0,0,0,0
5149,M01551,M,299.9,310.0,1640,39.7,58,0,0,0,0,0,0
5150,L02574,L,299.1,308.0,1451,51.5,46,0,0,0,0,0,0
5151,L02575,L,300.6,311.6,1330,54.1,15,0,0,0,0,0,0
5152,L02576,L,303.2,312.1,1654,41.7,45,0,0,0,0,0,0
5153,H01026,H,300.5,311.0,1596,39.0,79,0,0,0,0,0,0
5154,M01552,M,304.3,314.2,1495,53.7,166,0,0,0,0,0,0
